,channel_id,created_date,country,snippet_title,snippet_description,snippet_customurl,snippet_publishedat,snippet_thumbnails_default_url,snippet_thumbnails_default_width,snippet_thumbnails_default_height,snippet_thumbnails_medium_url,snippet_thumbnails_medium_width,snippet_thumbnails_medium_height,snippet_thumbnails_high_url,snippet_thumbnails_high_width,snippet_thumbnails_high_height,snippet_localized_title,snippet_localized_description,contentdetails_relatedplaylists_likes,contentdetails_relatedplaylists_uploads,statistics_viewcount,statistics_subscribercount,statistics_hiddensubscribercount,statistics_videocount,topicdetails_topicids,topicdetails_topiccategories,status_privacystatus,status_islinked,status_longuploadsstatus,brandingsettings_channel_title,scrape_date
101,UCmtyQOKKmrMVaKuRXz02jbQ,2011-10-01T11:04:26Z,DK,Sebastian Lague,"Exploring how to create stuff out of code


",@sebastianlague,2011-10-01T11:04:26Z,https://yt3.ggpht.com/ytc/AIdro_knyJw3jL_6AGomJmGe3VvfIYxWzZC9Y8z90Liru4G0UHM=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AIdro_knyJw3jL_6AGomJmGe3VvfIYxWzZC9Y8z90Liru4G0UHM=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AIdro_knyJw3jL_6AGomJmGe3VvfIYxWzZC9Y8z90Liru4G0UHM=s800-c-k-c0x00ffffff-no-rj,800,800,Sebastian Lague,"Exploring how to create stuff out of code


",,UUmtyQOKKmrMVaKuRXz02jbQ,110398713,1380000,False,291,"['/m/019_rr', '/m/07c1v', '/m/01k8wb', '/m/0bzvm2']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Video_game_culture']",public,True,longUploadsUnspecified,Sebastian Lague,1764668786732813000
102,UCnksRRifsSCGUZpQukUKAyg,2019-07-05T16:25:14Z,US,iOS Academy,"Staff Engineer @Facebook | Long Time iOS Developer | Tech Careers | Start Ups

On this channel, you can expect to find videos about iOS Development, Algorithms, Swift, Objective-C, Software Engineering, White boarding, Interviewing, and more! I have a huge passion for Software and especially for iOS. Subscribe and Let's Connect!",@iosacademy,2019-07-05T16:25:14Z,https://yt3.ggpht.com/ytc/AIdro_kFu4depJgvfzT5jzpNOKhtZX61YpRyRpZ_b3xNm0I4zw=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AIdro_kFu4depJgvfzT5jzpNOKhtZX61YpRyRpZ_b3xNm0I4zw=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AIdro_kFu4depJgvfzT5jzpNOKhtZX61YpRyRpZ_b3xNm0I4zw=s800-c-k-c0x00ffffff-no-rj,800,800,iOS Academy,"Staff Engineer @Facebook | Long Time iOS Developer | Tech Careers | Start Ups

On this channel, you can expect to find videos about iOS Development, Algorithms, Swift, Objective-C, Software Engineering, White boarding, Interviewing, and more! I have a huge passion for Software and especially for iOS. Subscribe and Let's Connect!",,UUnksRRifsSCGUZpQukUKAyg,14825626,124000,False,777,"['/m/01k8wb', '/m/07c1v', '/m/019_rr']","['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,iOS Academy,1764668787029995000
103,UCnxvzhbwByrxS60PNmkphdA,2008-10-02T11:57:59Z,US,Tech News Today,"Tech News Today explores the most important stories of the day in conversation with the world's leading journalists live each weekday.

Although the show is no longer in production, you can enjoy previous episodes from the TWiT Archives and get more tech news with Tech News Weekly at https://twit.tv/shows/tech-news-weekly",@technewstoday,2008-10-02T11:57:59Z,https://yt3.ggpht.com/ytc/AIdro_lBQpTfl64aHEF6HtZiaZD8E1bJZhHrfpa6n_4Xj7qRnA=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AIdro_lBQpTfl64aHEF6HtZiaZD8E1bJZhHrfpa6n_4Xj7qRnA=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AIdro_lBQpTfl64aHEF6HtZiaZD8E1bJZhHrfpa6n_4Xj7qRnA=s800-c-k-c0x00ffffff-no-rj,800,800,Tech News Today,"Tech News Today explores the most important stories of the day in conversation with the world's leading journalists live each weekday.

Although the show is no longer in production, you can enjoy previous episodes from the TWiT Archives and get more tech news with Tech News Weekly at https://twit.tv/shows/tech-news-weekly",,UUnxvzhbwByrxS60PNmkphdA,1261780,19500,False,1218,"['/m/019_rr', '/m/0f2f9', '/m/07c1v', '/m/098wr']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Television_program', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Society']",public,True,longUploadsUnspecified,Tech News Today,1764668787264490000
104,UColtS35pWaswSV634-n-H3A,2021-02-10T06:19:44.698544Z,IN,Everyday Data Science,"""Everyday Data Science"" is a YouTube channel that offers insightful and informative videos on Data Science, Machine Learning, Python, SQL, and related topics. The channel caters to beginners as well as advanced learners, providing easy-to-understand explanations of complex concepts with practical examples. Viewers can expect to learn about various data analysis techniques, data visualization, statistical models, and programming languages. The channel is perfect for anyone interested in building a career in data science or looking to expand their knowledge in this field. 

Join ""Everyday Data Science"" and explore the fascinating world of data science today!",@everydaydatascience,2021-02-10T06:19:44.698544Z,https://yt3.ggpht.com/Sp3AIppG-o_urP_p59gQ9A7zDGKg18Kw-wvE5m7L9urFTlI_OVhiCIFqx1EtKlRu2NzZD7jOTA=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/Sp3AIppG-o_urP_p59gQ9A7zDGKg18Kw-wvE5m7L9urFTlI_OVhiCIFqx1EtKlRu2NzZD7jOTA=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/Sp3AIppG-o_urP_p59gQ9A7zDGKg18Kw-wvE5m7L9urFTlI_OVhiCIFqx1EtKlRu2NzZD7jOTA=s800-c-k-c0x00ffffff-no-rj,800,800,Everyday Data Science,"""Everyday Data Science"" is a YouTube channel that offers insightful and informative videos on Data Science, Machine Learning, Python, SQL, and related topics. The channel caters to beginners as well as advanced learners, providing easy-to-understand explanations of complex concepts with practical examples. Viewers can expect to learn about various data analysis techniques, data visualization, statistical models, and programming languages. The channel is perfect for anyone interested in building a career in data science or looking to expand their knowledge in this field. 

Join ""Everyday Data Science"" and explore the fascinating world of data science today!",,UUoltS35pWaswSV634-n-H3A,1924898,22500,False,623,"['/m/019_rr', '/m/01k8wb', '/m/07c1v']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",public,True,longUploadsUnspecified,Everyday Data Science,1764668787264490000
105,UCpNdaZYUS4OiIIBXLnggbCw,2019-01-25T14:51:21Z,ES,DataScience ForBusiness,"Data Science y Data Analytics orientado a negocio. Aprende Data Analytics, Data Science y Machine Learning y sobre todo como aplicarlo para generar resultados de negocio en las empresas.
👉 Curso gratis de Data Science: www.tuprimerasemana.com
👉 Conoce nuestra empresa: www.datascience4business.com
👉 Libro Big Data para CEOs y Directores de Markeging: https://amzn.to/2TYRx1F

",@datascienceforbusiness,2019-01-25T14:51:21Z,https://yt3.ggpht.com/ViRWI5x-vked6l8RGVmGtGzjMrVDl0zgRXZgqr85TOcyS6a53rUsN3Jd4sJn2OUst9-lOx5Zow=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ViRWI5x-vked6l8RGVmGtGzjMrVDl0zgRXZgqr85TOcyS6a53rUsN3Jd4sJn2OUst9-lOx5Zow=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ViRWI5x-vked6l8RGVmGtGzjMrVDl0zgRXZgqr85TOcyS6a53rUsN3Jd4sJn2OUst9-lOx5Zow=s800-c-k-c0x00ffffff-no-rj,800,800,DataScience ForBusiness,"Data Science y Data Analytics orientado a negocio. Aprende Data Analytics, Data Science y Machine Learning y sobre todo como aplicarlo para generar resultados de negocio en las empresas.
👉 Curso gratis de Data Science: www.tuprimerasemana.com
👉 Conoce nuestra empresa: www.datascience4business.com
👉 Libro Big Data para CEOs y Directores de Markeging: https://amzn.to/2TYRx1F

",,UUpNdaZYUS4OiIIBXLnggbCw,2982804,96200,False,106,"['/m/019_rr', '/m/01k8wb', '/m/07c1v']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",public,True,longUploadsUnspecified,DataScience ForBusiness,1764668787029995000
106,UCpW3qZ8gwQimOChV8lKXx6g,2018-05-10T07:42:05Z,US,BadIntent Stream Tech Reviews,"I win tournaments and I review tech. I've competed as a top level Pokémon, Pokkén, and Samurai Shodown player winning several major tournaments. No brand deals please.",@badintentstreamtechreviews,2018-05-10T07:42:05Z,https://yt3.ggpht.com/JaD3eHXdswCDDK_YoVH1O9tse2xUKoUNjc-vjit3dMADEFgDyXgglF4YmPkz3XFhHfAsjzv_=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/JaD3eHXdswCDDK_YoVH1O9tse2xUKoUNjc-vjit3dMADEFgDyXgglF4YmPkz3XFhHfAsjzv_=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/JaD3eHXdswCDDK_YoVH1O9tse2xUKoUNjc-vjit3dMADEFgDyXgglF4YmPkz3XFhHfAsjzv_=s800-c-k-c0x00ffffff-no-rj,800,800,BadIntent Stream Tech Reviews,"I win tournaments and I review tech. I've competed as a top level Pokémon, Pokkén, and Samurai Shodown player winning several major tournaments. No brand deals please.",,UUpW3qZ8gwQimOChV8lKXx6g,9164076,21500,False,242,"['/m/0bzvm2', '/m/07c1v', '/m/019_rr']","['https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,BadIntent Stream Tech Reviews,1764668787264490000
107,UCpjD4_qigmlmPeK9TjAR27Q,2025-02-06T07:15:39.648578Z,US,PC BUILD - USA,"PC Build USA delivers ultimate high-performance PC builds, expert unboxings, and honest hardware reviews. From gaming beasts to AI-powered workstations, we showcase the latest CPUs, GPUs, and custom cooling innovations. Whether you’re a hardcore gamer, content creator, or tech enthusiast, our guides, benchmarks, and upgrade tips help you unlock your PC’s true power.
",@pcbuild-usa,2025-02-06T07:15:39.648578Z,https://yt3.ggpht.com/37Tb_5fUAPYWnRWYvj5zsYbFUB1Nff3e8lnES4j-KGhpEAzZYQUGUij5M4_c1DBArIP8q1M7iE8=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/37Tb_5fUAPYWnRWYvj5zsYbFUB1Nff3e8lnES4j-KGhpEAzZYQUGUij5M4_c1DBArIP8q1M7iE8=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/37Tb_5fUAPYWnRWYvj5zsYbFUB1Nff3e8lnES4j-KGhpEAzZYQUGUij5M4_c1DBArIP8q1M7iE8=s800-c-k-c0x00ffffff-no-rj,800,800,PC BUILD - USA,"PC Build USA delivers ultimate high-performance PC builds, expert unboxings, and honest hardware reviews. From gaming beasts to AI-powered workstations, we showcase the latest CPUs, GPUs, and custom cooling innovations. Whether you’re a hardcore gamer, content creator, or tech enthusiast, our guides, benchmarks, and upgrade tips help you unlock your PC’s true power.
",,UUpjD4_qigmlmPeK9TjAR27Q,12040721,20700,False,341,"['/m/0bzvm2', '/m/07c1v', '/m/019_rr']","['https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,PC BUILD - USA,1764668787264490000
108,UCqAL_b-jUOTPjrTSNl2SNaQ,2021-04-02T17:54:44.271514Z,CA,Software Developer Diaries,"Hello and welcome to my channel! 👋  I'm Gus, a Software Developer who loves sharing the learnings throughout the journey. At the moment, I work as a Software Engineer at Bosch, with experience in Web Development & Machine Learning (a weird mix, I know), and love pushing the limits. I share purely tech topics, career growth, lifehacks, and some fun content - so join me!

Please consider SUBSCRIBING to the channel, if you like the content. If not, please, leave a comment on how I can improve it. All ideas and suggestions are warmly welcomed! :)

DISCLAIMER: I’m lucky enough to occasionally have sponsored/affiliated products to review and feature on my channel. I would not recommend anything that I don't like or believe in as a customer myself, so you can be sure that all views are honest and 100% mine. 
All the videos, songs, images, and graphics used in the video belong to their respective owners and I or this channel do not claim any right over them.
",@softwaredeveloperdiaries,2021-04-02T17:54:44.271514Z,https://yt3.ggpht.com/xIUdRtj8MI-TBR6KBpHDK5HJ9Uf2NM_SXYMYKUVo0TU7GlusSJR7_4r4n6rj_rUkBitfG2q31wA=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/xIUdRtj8MI-TBR6KBpHDK5HJ9Uf2NM_SXYMYKUVo0TU7GlusSJR7_4r4n6rj_rUkBitfG2q31wA=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/xIUdRtj8MI-TBR6KBpHDK5HJ9Uf2NM_SXYMYKUVo0TU7GlusSJR7_4r4n6rj_rUkBitfG2q31wA=s800-c-k-c0x00ffffff-no-rj,800,800,Software Developer Diaries,"Hello and welcome to my channel! 👋  I'm Gus, a Software Developer who loves sharing the learnings throughout the journey. At the moment, I work as a Software Engineer at Bosch, with experience in Web Development & Machine Learning (a weird mix, I know), and love pushing the limits. I share purely tech topics, career growth, lifehacks, and some fun content - so join me!

Please consider SUBSCRIBING to the channel, if you like the content. If not, please, leave a comment on how I can improve it. All ideas and suggestions are warmly welcomed! :)

DISCLAIMER: I’m lucky enough to occasionally have sponsored/affiliated products to review and feature on my channel. I would not recommend anything that I don't like or believe in as a customer myself, so you can be sure that all views are honest and 100% mine. 
All the videos, songs, images, and graphics used in the video belong to their respective owners and I or this channel do not claim any right over them.
",,UUqAL_b-jUOTPjrTSNl2SNaQ,2952721,61800,False,182,"['/m/019_rr', '/m/07c1v', '/m/01k8wb']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge']",public,True,longUploadsUnspecified,Software Developer Diaries,1764668787029995000
109,UCqWQzlUDdllnLmtgfSgYTCA,2020-01-11T14:23:57.330261Z,GB,Coding Tutorials,"Coding tutorials, covering C#, Angular and Web Development. Presented by Jasper Kent, an expert with over thirty years of experience in software development and training. 

New content (almost) every Friday.

#coding #training #csharp #angular",@codingtutorialsarego,2020-01-11T14:23:57.330261Z,https://yt3.ggpht.com/ytc/AIdro_l1-YyJx1cPRZUtkYbKN816WH4-xEqM1VXnrnbDgGpvLw=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AIdro_l1-YyJx1cPRZUtkYbKN816WH4-xEqM1VXnrnbDgGpvLw=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AIdro_l1-YyJx1cPRZUtkYbKN816WH4-xEqM1VXnrnbDgGpvLw=s800-c-k-c0x00ffffff-no-rj,800,800,Coding Tutorials,"Coding tutorials, covering C#, Angular and Web Development. Presented by Jasper Kent, an expert with over thirty years of experience in software development and training. 

New content (almost) every Friday.

#coding #training #csharp #angular",,UUqWQzlUDdllnLmtgfSgYTCA,777027,16400,False,188,"['/m/019_rr', '/m/01k8wb', '/m/07c1v']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",public,True,longUploadsUnspecified,Coding Tutorials,1764668787264490000
110,UCrM7B7SL_g1edFOnmj-SDKg,2016-09-01T21:38:32Z,,Bloomberg Technology,"Welcome to the Bloomberg Tech YouTube channel. Subscribe to see the latest videos on game-changing technologies, profiles on innovators, live conversations with experts, and breaking technology news & analysis from Bloomberg TV. Our programs offer in-depth interviews and analysis centered on industry leaders and global tech trends. 

Sign up for the Tech Daily newsletter to get exclusive reporting and analysis on tech and AI. https://bloom.bg/4bUP7rF
",@bloombergtechnology,2016-09-01T21:38:32Z,https://yt3.ggpht.com/12DXqfZQBwvHFBp31Teww9briF_9d45RTmGp6fiYScdvI4LZ3xPEfmw54EXV4o6tQMuG1I2t4Q=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/12DXqfZQBwvHFBp31Teww9briF_9d45RTmGp6fiYScdvI4LZ3xPEfmw54EXV4o6tQMuG1I2t4Q=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/12DXqfZQBwvHFBp31Teww9briF_9d45RTmGp6fiYScdvI4LZ3xPEfmw54EXV4o6tQMuG1I2t4Q=s800-c-k-c0x00ffffff-no-rj,800,800,Bloomberg Technology,"Welcome to the Bloomberg Tech YouTube channel. Subscribe to see the latest videos on game-changing technologies, profiles on innovators, live conversations with experts, and breaking technology news & analysis from Bloomberg TV. Our programs offer in-depth interviews and analysis centered on industry leaders and global tech trends. 

Sign up for the Tech Daily newsletter to get exclusive reporting and analysis on tech and AI. https://bloom.bg/4bUP7rF
",,UUrM7B7SL_g1edFOnmj-SDKg,167921766,710000,False,13047,"['/m/01k8wb', '/g/120y8l81', '/m/098wr', '/m/0f2f9']","['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Business', 'https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Television_program']",public,True,longUploadsUnspecified,Bloomberg Technology,1764668786732813000
111,UCraiFqWi0qSIxXxXN4IHFBQ,2019-08-06T22:53:08Z,CA,Be A Better Dev,"
This channel is devoted to helping you become a better developer by learning about AWS, cloud computing, and system design concepts.

My name is Daniel Galati and I have nearly a decade of experience working in tech. I am currently working as a senior software engineer at Amazon. 

On my channel, you'll find videos on software development topics such as databases, design principles, and cloud computing. I put an emphasis on making complicated topics easier to understand. From time to time, I'll also share developer career advice gathered through real-life industry experience for those of you looking to break into, or are already established in the software industry.

If you want to join me in becoming a better developer, hit that subscribe button now. 

Patreon Link: https://www.patreon.com/beabetterdev

---------------------

Videos created are based on my own opinion and not related to any company, organization or person.",@beabetterdev,2019-08-06T22:53:08Z,https://yt3.ggpht.com/ytc/AIdro_mtep1W2TbGOQ5ovWkajdEtnfiUVSjqlPf_MDzeLdARI9o=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AIdro_mtep1W2TbGOQ5ovWkajdEtnfiUVSjqlPf_MDzeLdARI9o=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AIdro_mtep1W2TbGOQ5ovWkajdEtnfiUVSjqlPf_MDzeLdARI9o=s800-c-k-c0x00ffffff-no-rj,800,800,Be A Better Dev,"
This channel is devoted to helping you become a better developer by learning about AWS, cloud computing, and system design concepts.

My name is Daniel Galati and I have nearly a decade of experience working in tech. I am currently working as a senior software engineer at Amazon. 

On my channel, you'll find videos on software development topics such as databases, design principles, and cloud computing. I put an emphasis on making complicated topics easier to understand. From time to time, I'll also share developer career advice gathered through real-life industry experience for those of you looking to break into, or are already established in the software industry.

If you want to join me in becoming a better developer, hit that subscribe button now. 

Patreon Link: https://www.patreon.com/beabetterdev

---------------------

Videos created are based on my own opinion and not related to any company, organization or person.",,UUraiFqWi0qSIxXxXN4IHFBQ,22276662,276000,False,488,"['/m/019_rr', '/m/07c1v', '/m/01k8wb']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge']",public,True,longUploadsUnspecified,Be A Better Dev,1764668786732813000
112,UCrmnnE3yzpAyAuX_hRqyLdg,2014-02-28T19:03:27Z,US,Software Engineering Institute | Carnegie Mellon University,"The Leader in Software Engineering, Cybersecurity, and AI Engineering

At the SEI, we research complex software engineering, cybersecurity, and AI engineering problems; create and test innovative technologies; and transition maturing solutions into practice. We have been working with the Department of Defense, government agencies, and private industry since 1984 to help meet mission goals and gain strategic advantage.

",@theseicmu,2014-02-28T19:03:27Z,https://yt3.ggpht.com/Oc2ldgKR27X7_2dXK5FpuGRhQf4mzrR8uT3yWGlWeA9Mo9rQNB1KP8rNS__Ywri2EPrhAEfUMw=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/Oc2ldgKR27X7_2dXK5FpuGRhQf4mzrR8uT3yWGlWeA9Mo9rQNB1KP8rNS__Ywri2EPrhAEfUMw=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/Oc2ldgKR27X7_2dXK5FpuGRhQf4mzrR8uT3yWGlWeA9Mo9rQNB1KP8rNS__Ywri2EPrhAEfUMw=s800-c-k-c0x00ffffff-no-rj,800,800,Software Engineering Institute | Carnegie Mellon University,"The Leader in Software Engineering, Cybersecurity, and AI Engineering

At the SEI, we research complex software engineering, cybersecurity, and AI engineering problems; create and test innovative technologies; and transition maturing solutions into practice. We have been working with the Department of Defense, government agencies, and private industry since 1984 to help meet mission goals and gain strategic advantage.

",,UUrmnnE3yzpAyAuX_hRqyLdg,1420826,18200,False,1580,"['/m/019_rr', '/m/01k8wb', '/m/07c1v']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",public,True,longUploadsUnspecified,Software Engineering Institute | Carnegie Mellon University,1764668787264490000
113,UCsBKjqTMwxTVFuJiY33zAAQ,2010-06-25T13:18:19Z,IN,Cisco Network Learning,"Cisco Network Learning youtube channel is solely created to help those people who are financially not very stable enough to pay heavy fees of the networking courses and for the working professionals as well, who don't have enough time to get through books and other study material to get sound knowledge  in  CCNA, CCNP, CCIE.
I have more than 12 years of experience in IT Training field.
i have gave training on various technologies like CCIE, CCNP, CCNA, Advance BGP, Advance MPLS,  F5 Load balancer, vShpere, Citrix, MCITP, MCSE, MCSA, SCCM, SCOM, TMG,


You can follow me on facebook: https://www.facebook.com/rajan.chandora
You can reach me at: cisconetworklearning@gmail.com",@cisconetworklearning,2010-06-25T13:18:19Z,https://yt3.ggpht.com/ytc/AIdro_mukyuFuNcsSwvuSx78hWhhagFHrOYX1ALkS7ubegevIA=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AIdro_mukyuFuNcsSwvuSx78hWhhagFHrOYX1ALkS7ubegevIA=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AIdro_mukyuFuNcsSwvuSx78hWhhagFHrOYX1ALkS7ubegevIA=s800-c-k-c0x00ffffff-no-rj,800,800,Cisco Network Learning,"Cisco Network Learning youtube channel is solely created to help those people who are financially not very stable enough to pay heavy fees of the networking courses and for the working professionals as well, who don't have enough time to get through books and other study material to get sound knowledge  in  CCNA, CCNP, CCIE.
I have more than 12 years of experience in IT Training field.
i have gave training on various technologies like CCIE, CCNP, CCNA, Advance BGP, Advance MPLS,  F5 Load balancer, vShpere, Citrix, MCITP, MCSE, MCSA, SCCM, SCOM, TMG,


You can follow me on facebook: https://www.facebook.com/rajan.chandora
You can reach me at: cisconetworklearning@gmail.com",,UUsBKjqTMwxTVFuJiY33zAAQ,4589241,51900,False,293,"['/m/019_rr', '/m/01k8wb', '/m/07c1v']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",public,True,longUploadsUnspecified,Cisco Network Learning,1764668787029995000
114,UCsBxhDfwURg-vQASN2ZeHwg,2014-05-24T13:51:27Z,GB,MrBrownCS,"I'm an Assistant Principal at a large secondary school in central London currently teaching GCSE & A Level Computer Science. I've been creating Computer Science and IT resources designed primarily for the UK school system since I was a GCSE student myself. I've also examined and moderated at GCSE and A Level too, and have written 6 books for computing qualifications. 

",@mrbrowncs,2014-05-24T13:51:27Z,https://yt3.ggpht.com/wcO09HZd9eQ6c-wI3WtFnwbVEu_cmEoTqy5qKLFa1rTWVsc9BZV9Ft3HzSgy2BE2CKMzCfYTVi8=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/wcO09HZd9eQ6c-wI3WtFnwbVEu_cmEoTqy5qKLFa1rTWVsc9BZV9Ft3HzSgy2BE2CKMzCfYTVi8=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/wcO09HZd9eQ6c-wI3WtFnwbVEu_cmEoTqy5qKLFa1rTWVsc9BZV9Ft3HzSgy2BE2CKMzCfYTVi8=s800-c-k-c0x00ffffff-no-rj,800,800,MrBrownCS,"I'm an Assistant Principal at a large secondary school in central London currently teaching GCSE & A Level Computer Science. I've been creating Computer Science and IT resources designed primarily for the UK school system since I was a GCSE student myself. I've also examined and moderated at GCSE and A Level too, and have written 6 books for computing qualifications. 

",,UUsBxhDfwURg-vQASN2ZeHwg,11575197,77100,False,673,"['/m/07c1v', '/m/01k8wb', '/m/019_rr']","['https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,MrBrownCS,1764668787029995000
115,UCuHZ1UYfHRqk3-5N5oc97Kw,2018-11-16T14:20:49Z,CA,Towards Data Science,"We provide a platform for thousands of people to exchange ideas and to expand our understanding of data science. Our audience is mixed, consisting of beginners and expert professionals who want to share their inventions and discoveries.",@towardsdatascience,2018-11-16T14:20:49Z,https://yt3.ggpht.com/ytc/AIdro_m3v5KVWDPXNZJ89CrYWUyYiKhZka5Vfgvc00F_mPo1Xik=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AIdro_m3v5KVWDPXNZJ89CrYWUyYiKhZka5Vfgvc00F_mPo1Xik=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AIdro_m3v5KVWDPXNZJ89CrYWUyYiKhZka5Vfgvc00F_mPo1Xik=s800-c-k-c0x00ffffff-no-rj,800,800,Towards Data Science,"We provide a platform for thousands of people to exchange ideas and to expand our understanding of data science. Our audience is mixed, consisting of beginners and expert professionals who want to share their inventions and discoveries.",,UUuHZ1UYfHRqk3-5N5oc97Kw,350148,17900,False,152,"['/m/019_rr', '/m/01k8wb', '/m/07c1v']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",public,True,longUploadsUnspecified,Towards Data Science,1764668787264490000
